section,Authors,Author full names,Author(s) ID,Title,Year,Source title
Biomonitoring,Adrian-Kalchhauser I.; Burkhardt-Holm P.,"Adrian-Kalchhauser, Irene (56946755000); Burkhardt-Holm, Patricia (7004305774)",56946755000; 7004305774,An eDNA assay to monitor a globally invasive fish species from flowing freshwater,2016,PLoS ONE
Biomonitoring,Chariton A.A.; Stephenson S.; Morgan M.J.; Steven A.D.L.; Colloff M.J.; Court L.N.; Hardy C.M.,"Chariton, Anthony A. (35572812000); Stephenson, Sarah (56358776500); Morgan, Matthew J. (7403025261); Steven, Andrew D.L. (56803413300); Colloff, Matthew J. (6603685582); Court, Leon N. (36929320800); Hardy, Christopher M. (56224626000)",35572812000; 56358776500; 7403025261; 56803413300; 6603685582; 36929320800; 56224626000,Metabarcoding of benthic eukaryote communities predicts the ecological condition of estuaries,2015,Environmental Pollution
Biomonitoring,Lawson Handley L.,"Lawson Handley, Lori (12800937600)",12800937600,How will the 'molecular revolution' contribute to biological recording?,2015,Biological Journal of the Linnean Society
Biomonitoring,Laroche O.; Wood S.A.; Tremblay L.A.; Lear G.; Ellis J.I.; Pochon X.,"Laroche, Olivier (57193495749); Wood, Susanna A. (15766631100); Tremblay, Louis A. (7006099875); Lear, Gavin (23978142300); Ellis, Joanne I. (7402714954); Pochon, Xavier (6508177987)",57193495749; 15766631100; 7006099875; 23978142300; 7402714954; 6508177987,Metabarcoding monitoring analysis: The pros and cons of using co-extracted environmental DNA and RNA data to assess offshore oil production impacts on benthic communities,2017,PeerJ
Biomonitoring,Klymus K.E.; Richter C.A.; Chapman D.C.; Paukert C.,"Klymus, Katy E. (36149958100); Richter, Catherine A. (7202686437); Chapman, Duane C. (55881622000); Paukert, Craig (7004179660)",36149958100; 7202686437; 55881622000; 7004179660,"A reply to Iversen et al.'s comment ""Monitoring of animal abundance by environmental DNA - An increasingly obscure perspective""",2015,Biological Conservation
Biomonitoring,Taberlet P.; Bonin A.; Zinger L.; Coissac E.,"Taberlet, Pierre (7005159471); Bonin, Aurélie (55367874300); Zinger, Lucie (18134653400); Coissac, Eric (6602311100)",7005159471; 55367874300; 18134653400; 6602311100,Environmental DNA: For biodiversity research and monitoring,2018,Environmental DNA: For Biodiversity Research and Monitoring
Biomonitoring,Venter H.J.; Bezuidenhout C.C.,"Venter, Hermoine J. (57189488200); Bezuidenhout, Cornelius C. (6701816543)",57189488200; 6701816543,DNA-based identification of aquatic invertebrates - Useful in the South African context?,2016,South African Journal of Science
Biomonitoring,Adamson E.A.S.; Hurwood D.A.,"Adamson, Eleanor A.S. (24173080000); Hurwood, David A. (55769747267)",24173080000; 55769747267,Molecular ecology and stock identification,2015,Freshwater Fisheries Ecology
Biomonitoring,Compson Z.G.; Monk W.A.; Curry C.J.; Gravel D.; Bush A.; Baker C.J.O.; Al Manir M.S.; Riazanov A.; Hajibabaei M.; Shokralla S.; Gibson J.F.; Stefani S.; Wright M.T.G.; Baird D.J.,"Compson, Zacchaeus G. (26533998200); Monk, Wendy A. (6506606921); Curry, Colin J. (54880161500); Gravel, Dominique (12796736600); Bush, Alex (56061629500); Baker, Christopher J.O. (55418224700); Al Manir, Mohammad Sadnan (54082717000); Riazanov, Alexandre (36661368700); Hajibabaei, Mehrdad (12240029000); Shokralla, Shadi (22986167500); Gibson, Joel F. (35793518900); Stefani, Sonja (57197797582); Wright, Michael T.G. (57204159492); Baird, Donald J. (7202707979)",26533998200; 6506606921; 54880161500; 12796736600; 56061629500; 55418224700; 54082717000; 36661368700; 12240029000; 22986167500; 35793518900; 57197797582; 57204159492; 7202707979,Linking DNA Metabarcoding and Text Mining to Create Network-Based Biomonitoring Tools: A Case Study on Boreal Wetland Macroinvertebrate Communities,2018,Advances in Ecological Research
Biomonitoring,Chain F.J.J.; Brown E.A.; Macisaac H.J.; Cristescu M.E.,"Chain, Frédéric J. J. (13407136300); Brown, Emily A. (56645464800); Macisaac, Hugh J. (7004824705); Cristescu, Melania E. (7003961366)",13407136300; 56645464800; 7004824705; 7003961366,Metabarcoding reveals strong spatial structure and temporal turnover of zooplankton communities among marine and freshwater ports,2016,Diversity and Distributions
Biomonitoring,Turner C.R.; Uy K.L.; Everhart R.C.,"Turner, Cameron R. (25230535700); Uy, Karen L. (56437577500); Everhart, Robert C. (57213254280)",25230535700; 56437577500; 57213254280,Fish environmental DNA is more concentrated in aquatic sediments than surface water,2015,Biological Conservation
Biomonitoring,Akamatsu Y.; Goto M.; Inui R.; Yamanaka H.; Komuro T.; Kono Y.,"Akamatsu, Yoshihisa (55624476595); Goto, Masuji (57195010690); Inui, Ryutei (24076191200); Yamanaka, Hiroki (57206228327); Komuro, Takashi (57204184205); Kono, Yoshihito (57204178759)",55624476595; 57195010690; 24076191200; 57206228327; 57204184205; 57204178759,Monitorring of Myocastor coypus using environmental DNA and estimation of the potential habitat in yamaguchi prefecture,2018,Ecology and Civil Engineering
Biomonitoring,Lanzén A.; Lekang K.; Jonassen I.; Thompson E.M.; Troedsson C.,"Lanzén, Anders (24587491100); Lekang, Katrine (41461527700); Jonassen, Inge (56268152000); Thompson, Eric M. (7402849087); Troedsson, Christofer (6507997564)",24587491100; 41461527700; 56268152000; 7402849087; 6507997564,High-throughput metabarcoding of eukaryotic diversity for environmental monitoring of offshore oil-drilling activities,2016,Molecular ecology
Biomonitoring,Williams M.R.; Stedtfeld R.D.; Engle C.; Salach P.; Fakher U.; Stedtfeld T.; Dreelin E.; Stevenson R.J.; Latimore J.; Hashsham S.A.,"Williams, Maggie R. (56754449800); Stedtfeld, Robert D. (15830593500); Engle, Cathrine (57196087073); Salach, Paul (57196085380); Fakher, Umama (56940835700); Stedtfeld, Tiffany (24399960100); Dreelin, Erin (12242870700); Stevenson, R. Jan (16309289900); Latimore, Jo (6507820555); Hashsham, Syed A. (6603638554)",56754449800; 15830593500; 57196087073; 57196085380; 56940835700; 24399960100; 12242870700; 16309289900; 6507820555; 6603638554,Isothermal amplification of environmental DNA (eDNA) for direct field-based monitoring and laboratory confirmation of Dreissena sp.,2017,PLoS ONE
Biomonitoring,Pawlowski J.; Esling P.; Lejzerowicz F.; Cordier T.; Visco J.A.; Martins C.I.M.; Kvalvik A.; Staven K.; Cedhagen T.,"Pawlowski, Jan (7103199199); Esling, Philippe (36052697700); Lejzerowicz, Franck (36457076100); Cordier, Tristan (56616262500); Visco, Joana A. (56717605300); Martins, Catarina I.M. (9533253300); Kvalvik, Arne (57201894938); Staven, Knut (57201903453); Cedhagen, Tomas (6602305636)",7103199199; 36052697700; 36457076100; 56616262500; 56717605300; 9533253300; 57201894938; 57201903453; 6602305636,Benthic monitoring of salmon farms in Norway using foraminiferal metabarcoding,2016,Aquaculture Environment Interactions
Biomonitoring,Gingera T.D.; Bajno R.; Docker M.F.; Reist J.D.,"Gingera, Timothy D. (57188722862); Bajno, Robert (34871390100); Docker, Margaret F. (7004430951); Reist, James D. (6602077995)",57188722862; 34871390100; 7004430951; 6602077995,"Environmental DNA as a detection tool for zebra mussels Dreissena polymorpha (Pallas, 1771) at the forefront of an invasion event in Lake Winnipeg, Manitoba, Canada",2017,Management of Biological Invasions
Biomonitoring,Tang M.; Hardman C.J.; Ji Y.; Meng G.; Liu S.; Tan M.; Yang S.; Moss E.D.; Wang J.; Yang C.; Bruce C.; Nevard T.; Potts S.G.; Zhou X.; Yu D.W.,"Tang, Min (55955808600); Hardman, Chloe J. (55212482600); Ji, Yinqiu (55809132000); Meng, Guanliang (56591554000); Liu, Shanlin (57209076075); Tan, Meihua (56591316800); Yang, Shenzhou (56590779500); Moss, Ellen D. (56581485600); Wang, Jiaxin (54584523700); Yang, Chenxue (55556452500); Bruce, Catharine (55613295400); Nevard, Tim (56964997000); Potts, Simon G. (7004541776); Zhou, Xin (55743291200); Yu, Douglas W. (7404666206)",55955808600; 55212482600; 55809132000; 56591554000; 57209076075; 56591316800; 56590779500; 56581485600; 54584523700; 55556452500; 55613295400; 56964997000; 7004541776; 55743291200; 7404666206,High-throughput monitoring of wild bee diversity and abundance via mitogenomics,2015,Methods in Ecology and Evolution
Biomonitoring,Rivera S.F.; Vasselon V.; Jacquet S.; Bouchez A.; Ariztegui D.; Rimet F.,"Rivera, S.F. (55948497500); Vasselon, V. (57189043268); Jacquet, S. (7004123471); Bouchez, A. (55402480000); Ariztegui, D. (6603770389); Rimet, F. (6602233223)",55948497500; 57189043268; 7004123471; 55402480000; 6603770389; 6602233223,Metabarcoding of lake benthic diatoms: from structure assemblages to ecological assessment,2018,Hydrobiologia
Biomonitoring,Kocher A.; Gantier J.-C.; Gaborit P.; Zinger L.; Holota H.; Valiere S.; Dusfour I.; Girod R.; Bañuls A.-L.; Murienne J.,"Kocher, Arthur (56385327900); Gantier, Jean-Charles (6603902921); Gaborit, Pascal (7004023821); Zinger, Lucie (18134653400); Holota, Helene (57205535732); Valiere, Sophie (56500588200); Dusfour, Isabelle (6506117329); Girod, Romain (6603704577); Bañuls, Anne-Laure (6701422850); Murienne, Jerome (11240650800)",56385327900; 6603902921; 7004023821; 18134653400; 57205535732; 56500588200; 6506117329; 6603704577; 6701422850; 11240650800,Vector soup: high-throughput identification of Neotropical phlebotomine sand flies using metabarcoding,2017,Molecular Ecology Resources
Biomonitoring,Yan D.; Mills J.G.; Gellie N.J.C.; Bissett A.; Lowe A.J.; Breed M.F.,"Yan, DongFeng (41763079500); Mills, Jacob G. (57193902570); Gellie, Nicholas J.C. (56850419600); Bissett, Andrew (12782495100); Lowe, Andrew J. (58765836300); Breed, Martin F. (57203178049)",41763079500; 57193902570; 56850419600; 12782495100; 58765836300; 57203178049,High-throughput eDNA monitoring of fungi to track functional recovery in ecological restoration,2018,Biological Conservation
Biomonitoring,Tanabe A.S.; Nagai S.; Hida K.; Yasuike M.; Fujiwara A.; Nakamura Y.; Takano Y.; Katakura S.,"Tanabe, Akifumi S. (55311650700); Nagai, Satoshi (35430172900); Hida, Kohsuke (56841273100); Yasuike, Motoshige (10641570200); Fujiwara, Atushi (7202216807); Nakamura, Yoji (7407833642); Takano, Yoshihito (7401621975); Katakura, Seiji (56608964800)",55311650700; 35430172900; 56841273100; 10641570200; 7202216807; 7407833642; 7401621975; 56608964800,Comparative study of the validity of three regions of the 18S-rRNA gene for massively parallel sequencing-based monitoring of the planktonic eukaryote community,2016,Molecular Ecology Resources
Biomonitoring,Fernandez S.; Sandin M.M.; Beaulieu P.G.; Clusa L.; Martinez J.L.; Ardura A.; García-Vázquez E.,"Fernandez, Sara (57193443924); Sandin, Miguel M. (57208545569); Beaulieu, Paul G. (57201011529); Clusa, Laura (56717688400); Martinez, Jose L. (57209170803); Ardura, Alba (35785651700); García-Vázquez, Eva (7007039888)",57193443924; 57208545569; 57201011529; 56717688400; 57209170803; 35785651700; 7007039888,Environmental DNA for freshwater fish monitoring: Insights for conservation within a protected area,2018,PeerJ
Biomonitoring,Bylemans J.; Furlan E.M.; Hardy C.M.; McGuffie P.; Lintermans M.; Gleeson D.M.,"Bylemans, Jonas (57189990402); Furlan, Elise M. (35147967700); Hardy, Christopher M. (56224626000); McGuffie, Prudence (56400960500); Lintermans, Mark (18037670500); Gleeson, Dianne M. (7005315532)",57189990402; 35147967700; 56224626000; 56400960500; 18037670500; 7005315532,"An environmental DNA-based method for monitoring spawning activity: a case study, using the endangered Macquarie perch (Macquaria australasica)",2017,Methods in Ecology and Evolution
Biomonitoring,Hinlo R.; Furlan E.; Suitor L.; Gleeson D.,"Hinlo, Rheyda (57193540001); Furlan, Elise (35147967700); Suitor, Lara (55849561800); Gleeson, Dianne (7005315532)",57193540001; 35147967700; 55849561800; 7005315532,Environmental DNA monitoring and management of invasive fish: Comparison of eDNA and fyke netting,2017,Management of Biological Invasions
Biomonitoring,Abad D.; Albaina A.; Aguirre M.; Laza-Martínez A.; Uriarte I.; Iriarte A.; Villate F.; Estonba A.,"Abad, David (57185535000); Albaina, Aitor (56087067500); Aguirre, Mikel (57189842940); Laza-Martínez, Aitor (22980186900); Uriarte, Ibon (7003544779); Iriarte, Arantza (7006420077); Villate, Fernando (6601969172); Estonba, Andone (57212923550)",57185535000; 56087067500; 57189842940; 22980186900; 7003544779; 7006420077; 6601969172; 57212923550,Is metabarcoding suitable for estuarine plankton monitoring? A comparative study with microscopy,2016,Marine Biology
Biomonitoring,Aylagas E.; Mendibil I.; Borja Á.; Rodríguez-Ezpeleta N.,"Aylagas, Eva (35423600300); Mendibil, Iñaki (54401503000); Borja, Ángel (57192975395); Rodríguez-Ezpeleta, Naiara (8624672000)",35423600300; 54401503000; 57192975395; 8624672000,Marine sediment sample pre-processing for macroinvertebrates metabarcoding: Mechanical enrichment and homogenization,2016,Frontiers in Marine Science
Biomonitoring,Jackson M.C.; Weyl O.L.F.; Altermatt F.; Durance I.; Friberg N.; Dumbrell A.J.; Piggott J.J.; Tiegs S.D.; Tockner K.; Krug C.B.; Leadley P.W.; Woodward G.,"Jackson, M.C. (7404069259); Weyl, O.L.F. (55878904600); Altermatt, F. (16686534500); Durance, I. (6603194739); Friberg, N. (6603727665); Dumbrell, A.J. (7801316078); Piggott, J.J. (24529046200); Tiegs, S.D. (16029978600); Tockner, K. (7004652754); Krug, C.B. (56379872100); Leadley, P.W. (6701541310); Woodward, G. (7006291221)",7404069259; 55878904600; 16686534500; 6603194739; 6603727665; 7801316078; 24529046200; 16029978600; 7004652754; 56379872100; 6701541310; 7006291221,Recommendations for the Next Generation of Global Freshwater Biological Monitoring Tools,2016,Advances in Ecological Research
Biomonitoring,Pochon X.; Wood S.A.; Keeley N.B.; Lejzerowicz F.; Esling P.; Drew J.; Pawlowski J.,"Pochon, X. (6508177987); Wood, S.A. (15766631100); Keeley, N.B. (8152291700); Lejzerowicz, F. (36457076100); Esling, P. (36052697700); Drew, J. (56814503700); Pawlowski, J. (7103199199)",6508177987; 15766631100; 8152291700; 36457076100; 36052697700; 56814503700; 7103199199,Accurate assessment of the impact of salmon farming on benthic sediment enrichment using foraminiferal metabarcoding,2015,Marine Pollution Bulletin
Biomonitoring,Ma H.-J.; Stewart K.; Ma L.-M.; Ren W.-W.; Zhao J.-F.,"Ma, Hong-Juan (57157896100); Stewart, Kathryn (55939594800); Ma, Li-Min (7403574097); Ren, Wen-Wei (57158398600); Zhao, Jian-Fu (7410312964)",57157896100; 55939594800; 7403574097; 57158398600; 7410312964,Environmental DNA and its application in protecting aquatic ecosystems,2016,Chinese Journal of Ecology
Biomonitoring,Bowser M.L.; Brassfield R.; Dziergowski A.; Eskelin T.; Hester J.; Magness D.R.; McInnis M.; Melvin T.; Morton J.M.; Stone J.,"Bowser, Matthew Lewis (56052405500); Brassfield, Rebekah (57218386522); Dziergowski, Annie (57218384911); Eskelin, Todd (57208794275); Hester, Jennifer (57218387194); Magness, Dawn Robin (14028817300); McInnis, Mariah (57218386749); Melvin, Tracy (57203936198); Morton, John M. (36824291000); Stone, Joel (57218386918)",56052405500; 57218386522; 57218384911; 57208794275; 57218387194; 14028817300; 57218386749; 57203936198; 36824291000; 57218386918,"Towards conserving natural diversity: A biotic inventory by observations, specimens, DNA barcoding and high-throughput sequencing methods",2018,Biodiversity Data Journal
Biomonitoring,Rojahn J.; Gleeson D.; Furlan E.M.,"Rojahn, Jack (57204787084); Gleeson, Dianne (7005315532); Furlan, Elise M. (35147967700)",57204787084; 7005315532; 35147967700,"Monitoring post-release survival of the northern corroboree frog, Pseudophryne pengilleyi, using environmental DNA",2018,Wildlife Research
Biomonitoring,Lopes C.M.; Sasso T.; Valentini A.; Dejean T.; Martins M.; Zamudio K.R.; Haddad C.F.B.,"Lopes, Carla M. (16679408500); Sasso, Thais (57196052014); Valentini, Alice (12779706000); Dejean, Tony (37664579200); Martins, Marcio (55957776900); Zamudio, Kelly R. (6603683897); Haddad, Célio F. B. (7006168751)",16679408500; 57196052014; 12779706000; 37664579200; 55957776900; 6603683897; 7006168751,eDNA metabarcoding: a promising method for anuran surveys in highly diverse tropical forests,2017,Molecular Ecology Resources
Biomonitoring,Brown E.A.; Chain F.J.J.; Zhan A.; MacIsaac H.J.; Cristescu M.E.,"Brown, Emily A. (56645464800); Chain, Frédéric J. J. (13407136300); Zhan, Aibin (12776081100); MacIsaac, Hugh J. (7004824705); Cristescu, Melania E. (7003961366)",56645464800; 13407136300; 12776081100; 7004824705; 7003961366,Early detection of aquatic invaders using metabarcoding reveals a high number of non-indigenous species in Canadian ports,2016,Diversity and Distributions
Biomonitoring,Mosher B.A.; Huyvaert K.P.; Chestnut T.; Kerby J.L.; Madison J.D.; Bailey L.L.,"Mosher, Brittany A. (57188873840); Huyvaert, Kathryn P. (6603196044); Chestnut, Tara (24476915700); Kerby, Jacob L. (8868665700); Madison, Joseph D. (57193507643); Bailey, Larissa L. (7202649465)",57188873840; 6603196044; 24476915700; 8868665700; 57193507643; 7202649465,Design- and model-based recommendations for detecting and quantifying an amphibian pathogen in environmental samples,2017,Ecology and Evolution
Biomonitoring,Porter T.M.; Hajibabaei M.,"Porter, Teresita M. (23489970400); Hajibabaei, Mehrdad (12240029000)",23489970400; 12240029000,Scaling up: A guide to high-throughput genomic approaches for biodiversity analysis,2018,Molecular Ecology
Biomonitoring,Wheat R.E.; Allen J.M.; Miller S.D.L.; Wilmers C.C.; Levi T.,"Wheat, Rachel E. (55507886100); Allen, Jennifer M. (56808577100); Miller, Sophie D. L. (57191891702); Wilmers, Christopher C. (6603498246); Levi, Taal (22035083500)",55507886100; 56808577100; 57191891702; 6603498246; 22035083500,Environmental DNA from residual saliva for efficient noninvasive genetic monitoring of brown bears (Ursus arctos),2016,PLoS ONE
Biomonitoring,McInerney P.J.; Rees G.N.,"McInerney, Paul J. (56909811100); Rees, Gavin N. (56187819000)",56909811100; 56187819000,More (or less?) bounce for the ounce: A comparison of environmental DNA and classical approaches for bioassessment,2018,Marine and Freshwater Research
Biomonitoring,Zaiko A.; Martinez J.L.; Ardura A.; Clusa L.; Borrell Y.J.; Samuiloviene A.; Roca A.; Garcia-Vazquez E.,"Zaiko, Anastasija (12902550200); Martinez, Jose L. (55545713200); Ardura, Alba (35785651700); Clusa, Laura (56717688400); Borrell, Yaisel J. (6602517453); Samuiloviene, Aurelija (35332703700); Roca, Agustín (7005558836); Garcia-Vazquez, Eva (7007039888)",12902550200; 55545713200; 35785651700; 56717688400; 6602517453; 35332703700; 7005558836; 7007039888,Detecting nuisance species using NGST: Methodology shortcomings and possible application in ballast water monitoring,2015,Marine Environmental Research
Biomonitoring,Elbrecht V.; Vamos E.E.; Meissner K.; Aroviita J.; Leese F.,"Elbrecht, Vasco (56071157700); Vamos, Ecaterina Edith (57221325232); Meissner, Kristian (7102350223); Aroviita, Jukka (18435788000); Leese, Florian (7801416655)",56071157700; 57221325232; 7102350223; 18435788000; 7801416655,Assessing strengths and weaknesses of DNA metabarcoding-based macroinvertebrate identification for routine stream monitoring,2017,Methods in Ecology and Evolution
Biomonitoring,Spear S.F.; Groves J.D.; Williams L.A.; Waits L.P.,"Spear, Stephen F. (8528734400); Groves, John D. (55969388600); Williams, Lori A. (55462663100); Waits, Lisette P. (6701328434)",8528734400; 55969388600; 55462663100; 6701328434,Using environmental DNA methods to improve detectability in a hellbender (Cryptobranchus alleganiensis) monitoring program,2015,Biological Conservation
Biomonitoring,O'Donnell J.L.; Kelly R.P.; Shelton A.O.; Samhouri J.F.; Lowell N.C.; Williams G.D.,"O'Donnell, James L. (37054363400); Kelly, Ryan P. (16024481500); Shelton, Andrew Olaf (16246160200); Samhouri, Jameal F. (15835565800); Lowell, Natalie C. (56229963900); Williams, Gregory D. (7406084402)",37054363400; 16024481500; 16246160200; 15835565800; 56229963900; 7406084402,Spatial distribution of environmental DNA in a nearshore marine habitat,2017,PeerJ
Biomonitoring,Nathan L.R.; Jerde C.L.; Budny M.L.; Mahon A.R.,"Nathan, Lucas R. (57117509000); Jerde, Christopher L. (8574691500); Budny, Michelle L. (55941617400); Mahon, Andrew R. (7005243200)",57117509000; 8574691500; 55941617400; 7005243200,The use of environmental DNA in invasive species surveillance of the Great Lakes commercial bait trade,2015,Conservation Biology
Biomonitoring,Blackman R.C.; Hänfling B.; Lawson-Handley L.,"Blackman, Rosetta C. (57189573870); Hänfling, Bernd (55880359900); Lawson-Handley, Lori (12800937600)",57189573870; 55880359900; 12800937600,The use of environmental DNA as an early warning tool in the detection of new freshwater invasive non-native species,2018,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources"
Biomonitoring,Renan S.; Gafny S.; Perl R.G.B.; Roll U.; Malka Y.; Vences M.; Geffen E.,"Renan, Sharon (55330351500); Gafny, Sarig (6602803144); Perl, R. G. Bina (56121048100); Roll, Uri (14044009500); Malka, Yoram (56614259100); Vences, Miguel (7006129560); Geffen, Eli (7004171247)",55330351500; 6602803144; 56121048100; 14044009500; 56614259100; 7006129560; 7004171247,Living quarters of a living fossil—Uncovering the current distribution pattern of the rediscovered Hula painted frog (Latonia nigriventer) using environmental DNA,2017,Molecular Ecology
Biomonitoring,Arribas P.; Andújar C.; Hopkins K.; Shepherd M.; Vogler A.P.,"Arribas, Paula (36636716600); Andújar, Carmelo (24528145700); Hopkins, Kevin (57200723613); Shepherd, Matthew (57188826644); Vogler, Alfried P. (7102504355)",36636716600; 24528145700; 57200723613; 57188826644; 7102504355,Metabarcoding and mitochondrial metagenomics of endogean arthropods to unveil the mesofauna of the soil,2016,Methods in Ecology and Evolution
Biomonitoring,Takahashi M.K.; Meyer M.J.; Mcphee C.; Gaston J.R.; Venesky M.D.; Case B.F.,"Takahashi, Mizuki K. (56140649200); Meyer, Mark J. (56408718300); Mcphee, Carolyn (57045714800); Gaston, Jordan R. (56559650900); Venesky, Matthew D. (15761572500); Case, Brian F. (57199183940)",56140649200; 56408718300; 57045714800; 56559650900; 15761572500; 57199183940,Seasonal and diel signature of eastern hellbender environmental DNA,2018,Journal of Wildlife Management
Biomonitoring,Vasselon V.; Domaizon I.; Rimet F.; Kahlert M.; Bouchez A.,"Vasselon, Valentin (57189043268); Domaizon, Isabelle (36963876300); Rimet, Frédéric (6602233223); Kahlert, Maria (6602078811); Bouchez, Agnès (55402480000)",57189043268; 36963876300; 6602233223; 6602078811; 55402480000,Application of high-throughput sequencing (HTS) metabarcoding to diatom biomonitoring: Do DNA extraction methods matter?,2017,Freshwater Science
Biomonitoring,Apothéloz-Perret-Gentil L.; Cordonier A.; Straub F.; Iseli J.; Esling P.; Pawlowski J.,"Apothéloz-Perret-Gentil, Laure (55357666800); Cordonier, Arielle (16400866700); Straub, François (7003363076); Iseli, Jennifer (57193916649); Esling, Philippe (36052697700); Pawlowski, Jan (7103199199)",55357666800; 16400866700; 7003363076; 57193916649; 36052697700; 7103199199,Taxonomy-free molecular diatom index for high-throughput eDNA biomonitoring,2017,Molecular Ecology Resources
Biomonitoring,Simpson T.J.S.; Dias P.J.; Snow M.; Muñoz J.; Berry T.,"Simpson, Tiffany J. S. (57190870814); Dias, P. Joana (24802189900); Snow, Michael (7101948516); Muñoz, Julieta (33568024400); Berry, Tina (57190873887)",57190870814; 24802189900; 7101948516; 33568024400; 57190873887,"Real-time PCR detection of Didemnum perlucidum (Monniot, 1983) and Didemnum vexillum (Kott, 2002) in an applied routine marine biosecurity context",2017,Molecular Ecology Resources
Biomonitoring,Keller S.R.; Hilderbrand R.H.; Shank M.K.; Potapova M.,"Keller, Stephen R. (24495522900); Hilderbrand, Robert H. (7003423348); Shank, Matthew K. (55538478200); Potapova, Marina (6603888469)",24495522900; 7003423348; 55538478200; 6603888469,"Environmental DNA genetic monitoring of the nuisance freshwater diatom, Didymosphenia geminata, in eastern North American streams",2017,Diversity and Distributions
Biomonitoring,Bylemans J.; Furlan E.M.; Pearce L.; Daly T.; Gleeson D.M.,"Bylemans, Jonas (57189990402); Furlan, Elise M. (35147967700); Pearce, Luke (57189986432); Daly, Trevor (57189993921); Gleeson, Dianne M. (7005315532)",57189990402; 35147967700; 57189986432; 57189993921; 7005315532,Improving the containment of a freshwater invader using environmental DNA (eDNA) based monitoring,2016,Biological Invasions
Biomonitoring,Zimmermann J.; Glöckner G.; Jahn R.; Enke N.; Gemeinholzer B.,"Zimmermann, Jonas (43562094600); Glöckner, Gernot (7004745704); Jahn, Regine (7102002077); Enke, Neela (24832711200); Gemeinholzer, Birgit (15032581400)",43562094600; 7004745704; 7102002077; 24832711200; 15032581400,Metabarcoding vs. morphological identification to assess diatom diversity in environmental studies,2015,Molecular Ecology Resources
Biomonitoring,Xie Y.; Wang J.; Yang J.; Giesy J.P.; Yu H.; Zhang X.,"Xie, Yuwei (55797005100); Wang, Jizhong (13105574800); Yang, Jianghua (57051677500); Giesy, John P. (35459135300); Yu, Hongxia (7405852208); Zhang, Xiaowei (55715442700)",55797005100; 13105574800; 57051677500; 35459135300; 7405852208; 55715442700,Environmental DNA metabarcoding reveals primary chemical contaminants in freshwater sediments from different land-use types,2017,Chemosphere
Biomonitoring,Shaw J.L.A.; Weyrich L.; Cooper A.,"Shaw, Jennifer L. A. (56502822100); Weyrich, Laura (33368323500); Cooper, Alan (35263632400)",56502822100; 33368323500; 35263632400,Using environmental (e)DNA sequencing for aquatic biodiversity surveys: A beginner's guide,2017,Marine and Freshwater Research
Biomonitoring,Hänfling B.; Handley L.L.; Read D.S.; Hahn C.; Li J.; Nichols P.; Blackman R.C.; Oliver A.; Winfield I.J.,"Hänfling, Bernd (55880359900); Handley, Lori Lawson (12800937600); Read, Daniel S. (36752317400); Hahn, Christoph (53063727600); Li, Jianlong (55670173000); Nichols, Paul (35762403600); Blackman, Rosetta C. (57189573870); Oliver, Anna (35234611300); Winfield, Ian J. (7004303324)",55880359900; 12800937600; 36752317400; 53063727600; 55670173000; 35762403600; 57189573870; 35234611300; 7004303324,Environmental DNA metabarcoding of lake fish communities reflects long-term data from established survey methods,2016,Molecular Ecology
Biomonitoring,Guardiola M.; Wangensteen O.S.; Taberlet P.; Coissac E.; Uriz M.J.; Turon X.,"Guardiola, Magdalena (54400031700); Wangensteen, Owen S. (36563101200); Taberlet, Pierre (7005159471); Coissac, Eric (6602311100); Uriz, María Jesús (7004797076); Turon, Xavier (7003981764)",54400031700; 36563101200; 7005159471; 6602311100; 7004797076; 7003981764,Spatio-temporal monitoring of deep-sea communities using metabarcoding of sediment DNA and RNA,2016,PeerJ
Biomonitoring,Erickson R.A.; Merkes C.M.; Jackson C.A.; Goforth R.R.; Amberg J.J.,"Erickson, Richard A. (56148423600); Merkes, Christopher M. (55327944200); Jackson, Craig A. (55057755200); Goforth, Reuben R. (7004089807); Amberg, Jon J. (23988761000)",56148423600; 55327944200; 55057755200; 7004089807; 23988761000,Seasonal trends in eDNA detection and occupancy of bigheaded carps,2017,Journal of Great Lakes Research
Biomonitoring,Port J.A.; O'Donnell J.L.; Romero-Maraccini O.C.; Leary P.R.; Litvin S.Y.; Nickols K.J.; Yamahara K.M.; Kelly R.P.,"Port, Jesse A. (37004830100); O'Donnell, James L. (37054363400); Romero-Maraccini, Ofelia C. (55790540300); Leary, Paul R. (57031575800); Litvin, Steven Y. (7003428713); Nickols, Kerry J. (37120746500); Yamahara, Kevan M. (16835557900); Kelly, Ryan P. (16024481500)",37004830100; 37054363400; 55790540300; 57031575800; 7003428713; 37120746500; 16835557900; 16024481500,Assessing vertebrate biodiversity in a kelp forest ecosystem using environmental DNA,2016,Molecular Ecology
